player_id,player_name,position,week,training_distance_m,training_hsr_m,training_sprint_m,training_load_au,training_accelerations,training_decelerations,peak_training_speed_kmh,peak_training_pct_vmax,snapshot_date,md1_wellness,load_7d_au,load_28d_au,distance_7d_m,hsr_7d_m,sprint_7d_m,load_ratio_7_28_context,days_since_85_pct_vmax,days_since_90_pct_vmax,days_since_95_pct_vmax,baseline_training_distance_m,baseline_training_hsr_m,baseline_training_sprint_m,baseline_training_load_au,baseline_peak_pct_vmax,baseline_accelerations,baseline_decelerations,baseline_md1_wellness,vmax_kmh,match_total_distance_m,match_hsr_m,match_sprint_distance_m,match_accelerations,match_decelerations,distance_vs_baseline,hsr_vs_baseline,sprint_vs_baseline,load_vs_baseline,training_to_match_hsr,training_to_match_sprint,peak_speed_vs_player_vmax,wellness_delta,load_context,training_context,context_note,planned_reduction,preparation_alignment,exposure_index,monitoring_status,monitoring_reasons
P22,Player 22,ST,4,11014.0,605.0,131.0,1356.0,100.0,89.0,32.8,92.2,2026-08-14,79.0,1589.0,6415.0,17775.0,952.0,182.0,,2.0,2.0,13.0,21378.0,1514.0,362.0,1287.0,89.3,104.0,98.0,81.0,35.57,9312.0,712.0,254.0,42.0,36.0,0.52,0.4,0.36,1.05,0.85,0.52,0.92,-2.0,Typical,Modified / unavailable,Reduced exposure is planned within the synthetic return-to-performance scenario,True,53.0,53.0,Underexposed,Very low sprint exposure; Very low HSR exposure
P22,Player 22,ST,5,16324.0,854.0,235.0,1417.0,103.0,87.0,32.13,90.3,2026-08-21,80.0,1722.0,6850.0,19623.0,994.0,258.0,1.01,2.0,2.0,20.0,21378.0,1514.0,362.0,1287.0,89.3,104.0,98.0,81.0,35.57,9312.0,712.0,254.0,42.0,36.0,0.76,0.56,0.65,1.1,1.2,0.93,0.9,-1.0,Typical,Reintegration,Progressive reintegration: reduced external load is expected rather than unexpected,True,72.0,72.0,Underexposed,Very low HSR exposure; Reduced sprint exposure
P22,Player 22,ST,6,20065.0,1372.0,387.0,1483.0,111.0,100.0,32.0,90.0,2026-08-28,79.0,1808.0,6793.0,24586.0,1623.0,487.0,1.06,2.0,2.0,27.0,21378.0,1514.0,362.0,1287.0,89.3,104.0,98.0,81.0,35.57,9312.0,712.0,254.0,42.0,36.0,0.94,0.91,1.07,1.15,1.93,1.52,0.9,-2.0,Typical,Return to full training,Exposure has returned towards the player's usual preparation profile,False,94.0,94.0,Ready,Exposure aligned with individual baseline
P22,Player 22,ST,7,20590.0,1219.0,357.0,1186.0,113.0,90.0,31.82,89.5,2026-09-04,80.0,1427.0,6546.0,26612.0,1487.0,432.0,0.87,2.0,9.0,34.0,21378.0,1514.0,362.0,1287.0,89.3,104.0,98.0,81.0,35.57,9312.0,712.0,254.0,42.0,36.0,0.96,0.81,0.99,0.92,1.71,1.41,0.89,-1.0,Typical,Full training,Normal squad training plan,False,94.0,94.0,Ready,Exposure aligned with individual baseline
P22,Player 22,ST,8,21013.0,1354.0,320.0,1484.0,99.0,92.0,30.78,86.5,2026-09-11,73.0,1821.0,6778.0,27279.0,1718.0,392.0,1.07,2.0,16.0,41.0,21378.0,1514.0,362.0,1287.0,89.3,104.0,98.0,81.0,35.57,9312.0,712.0,254.0,42.0,36.0,0.98,0.89,0.88,1.15,1.9,1.26,0.87,-8.0,Typical,Full training,Normal squad training plan,False,91.0,91.0,Monitor,Limited recent >90% Vmax exposure; Wellness below individual baseline
P23,Player 23,ST,1,21770.0,1307.0,374.0,1257.0,106.0,105.0,31.41,90.0,2026-07-24,78.0,1257.0,1257.0,21770.0,1307.0,374.0,,2.0,2.0,,21770.0,1307.0,374.0,1393.0,90.0,106.0,105.0,78.0,34.91,9790.0,662.0,252.0,44.0,42.0,1.0,1.0,1.0,0.9,1.97,1.48,0.9,0.0,Typical,Full training,Normal squad training plan,False,100.0,100.0,Baseline,Baseline acquisition period
P23,Player 23,ST,2,20993.0,1383.0,347.0,1393.0,102.0,104.0,31.43,90.0,2026-07-31,73.0,1642.0,2899.0,27557.0,1644.0,411.0,,2.0,2.0,,21770.0,1307.0,374.0,1393.0,90.0,106.0,105.0,78.0,34.91,9790.0,662.0,252.0,44.0,42.0,0.96,1.06,0.93,1.0,2.09,1.38,0.9,-5.0,Typical,Full training,Normal squad training plan,False,95.0,95.0,Baseline,Baseline acquisition period
P23,Player 23,ST,3,22153.0,1169.0,421.0,1485.0,112.0,108.0,32.17,92.1,2026-08-07,82.0,1757.0,4656.0,28060.0,1481.0,466.0,,2.0,2.0,,21770.0,1307.0,374.0,1393.0,90.0,106.0,105.0,78.0,34.91,9790.0,662.0,252.0,44.0,42.0,1.02,0.89,1.13,1.07,1.77,1.67,0.92,4.0,Typical,Full training,Normal squad training plan,False,91.0,91.0,Baseline,Baseline acquisition period
P23,Player 23,ST,4,21802.0,1285.0,376.0,1441.0,120.0,104.0,32.99,94.5,2026-08-14,75.0,2299.0,6955.0,32137.0,1962.0,687.0,,2.0,2.0,6.0,21770.0,1307.0,374.0,1393.0,90.0,106.0,105.0,78.0,34.91,9790.0,662.0,252.0,44.0,42.0,1.0,0.98,1.01,1.03,1.94,1.49,0.95,-3.0,Typical,Full training,Normal squad training plan,False,99.0,99.0,Ready,Exposure aligned with individual baseline
P23,Player 23,ST,5,20747.0,1365.0,316.0,1271.0,111.0,104.0,30.48,87.3,2026-08-21,77.0,2113.0,7811.0,32401.0,1971.0,496.0,1.08,2.0,6.0,13.0,21770.0,1307.0,374.0,1393.0,90.0,106.0,105.0,78.0,34.91,9790.0,662.0,252.0,44.0,42.0,0.95,1.04,0.84,0.91,2.06,1.25,0.87,-1.0,Typical,Full training,Normal squad training plan,False,90.0,90.0,Monitor,Reduced sprint exposure
P23,Player 23,ST,6,21936.0,1341.0,417.0,1399.0,99.0,111.0,34.37,98.5,2026-08-28,79.0,1701.0,7870.0,28476.0,1583.0,472.0,0.86,2.0,2.0,2.0,21770.0,1307.0,374.0,1393.0,90.0,106.0,105.0,78.0,34.91,9790.0,662.0,252.0,44.0,42.0,1.01,1.03,1.11,1.0,2.03,1.65,0.98,1.0,Typical,Full training,Normal squad training plan,False,94.0,94.0,Ready,Exposure aligned with individual baseline
P23,Player 23,ST,7,20924.0,1211.0,374.0,1578.0,105.0,98.0,32.31,92.6,2026-09-04,80.0,1894.0,8007.0,27609.0,1510.0,453.0,0.95,2.0,2.0,9.0,21770.0,1307.0,374.0,1393.0,90.0,106.0,105.0,78.0,34.91,9790.0,662.0,252.0,44.0,42.0,0.96,0.93,1.0,1.13,1.83,1.48,0.93,2.0,Typical,Full training,Normal squad training plan,False,98.0,98.0,Ready,Exposure aligned with individual baseline
P23,Player 23,ST,8,21515.0,1308.0,409.0,1331.0,114.0,108.0,29.76,85.3,2026-09-11,74.0,2119.0,7827.0,31954.0,1906.0,673.0,1.08,3.0,6.0,16.0,21770.0,1307.0,374.0,1393.0,90.0,106.0,105.0,78.0,34.91,9790.0,662.0,252.0,44.0,42.0,0.99,1.0,1.09,0.96,1.98,1.62,0.85,-4.0,Typical,Full training,Normal squad training plan,False,94.0,94.0,Ready,Exposure aligned with individual baseline
P24,Player 24,ST,1,25250.0,1618.0,409.0,1286.0,98.0,102.0,33.8,93.9,2026-07-24,75.0,1286.0,1286.0,25250.0,1618.0,409.0,,2.0,2.0,,25250.0,1618.0,379.0,1321.0,89.3,98.0,102.0,79.0,36.0,11342.0,775.0,252.0,37.0,41.0,1.0,1.0,1.08,0.97,2.09,1.62,0.94,-4.0,Typical,Full training,Normal squad training plan,False,96.0,96.0,Baseline,Baseline acquisition period
P24,Player 24,ST,2,25818.0,1728.0,339.0,1321.0,97.0,98.0,32.14,89.3,2026-07-31,79.0,1638.0,2924.0,33119.0,2095.0,397.0,,2.0,9.0,,25250.0,1618.0,379.0,1321.0,89.3,98.0,102.0,79.0,36.0,11342.0,775.0,252.0,37.0,41.0,1.02,1.07,0.89,1.0,2.23,1.35,0.89,0.0,Typical,Full training,Normal squad training plan,False,93.0,93.0,Baseline,Baseline acquisition period
P24,Player 24,ST,3,24395.0,1542.0,379.0,1365.0,101.0,106.0,30.43,84.5,2026-08-07,80.0,1529.0,4453.0,28901.0,1687.0,413.0,,6.0,6.0,,25250.0,1618.0,379.0,1321.0,89.3,98.0,102.0,79.0,36.0,11342.0,775.0,252.0,37.0,41.0,0.97,0.95,1.0,1.03,1.99,1.5,0.85,1.0,Typical,Full training,Normal squad training plan,False,97.0,97.0,Baseline,Baseline acquisition period
P24,Player 24,ST,4,26175.0,1530.0,348.0,1337.0,93.0,102.0,33.64,93.5,2026-08-14,80.0,1653.0,6106.0,34080.0,1990.0,484.0,,2.0,2.0,,25250.0,1618.0,379.0,1321.0,89.3,98.0,102.0,79.0,36.0,11342.0,775.0,252.0,37.0,41.0,1.04,0.95,0.92,1.01,1.97,1.38,0.93,1.0,Typical,Full training,Normal squad training plan,False,95.0,95.0,Ready,Exposure aligned with individual baseline
P24,Player 24,ST,5,24955.0,1558.0,372.0,1524.0,89.0,100.0,34.63,96.2,2026-08-21,73.0,1668.0,6488.0,29093.0,1694.0,415.0,1.03,2.0,2.0,2.0,25250.0,1618.0,379.0,1321.0,89.3,98.0,102.0,79.0,36.0,11342.0,775.0,252.0,37.0,41.0,0.99,0.96,0.98,1.15,2.01,1.48,0.96,-6.0,Typical,Full training,Normal squad training plan,False,98.0,98.0,Ready,Exposure aligned with individual baseline
P24,Player 24,ST,6,25416.0,1404.0,446.0,1305.0,91.0,98.0,35.15,97.6,2026-08-28,81.0,1977.0,6827.0,37422.0,2269.0,719.0,1.16,2.0,2.0,2.0,25250.0,1618.0,379.0,1321.0,89.3,98.0,102.0,79.0,36.0,11342.0,775.0,252.0,37.0,41.0,1.01,0.87,1.18,0.99,1.81,1.77,0.98,2.0,Typical,Full training,Normal squad training plan,False,88.0,88.0,Ready,Exposure aligned with individual baseline
P24,Player 24,ST,7,26426.0,1533.0,394.0,1415.0,90.0,95.0,33.6,93.3,2026-09-04,74.0,1855.0,7153.0,33802.0,1797.0,454.0,1.04,2.0,2.0,9.0,25250.0,1618.0,379.0,1321.0,89.3,98.0,102.0,79.0,36.0,11342.0,775.0,252.0,37.0,41.0,1.05,0.95,1.04,1.07,1.98,1.56,0.93,-5.0,Typical,Full training,Normal squad training plan,False,97.0,97.0,Ready,Exposure aligned with individual baseline
P24,Player 24,ST,8,25914.0,1630.0,381.0,1389.0,92.0,119.0,34.54,95.9,2026-09-11,81.0,1769.0,7269.0,35084.0,2091.0,477.0,0.97,2.0,2.0,2.0,25250.0,1618.0,379.0,1321.0,89.3,98.0,102.0,79.0,36.0,11342.0,775.0,252.0,37.0,41.0,1.03,1.01,1.01,1.05,2.1,1.51,0.96,2.0,Typical,Full training,Normal squad training plan,False,100.0,100.0,Ready,Exposure aligned with individual baseline
